COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
University Institute  of Chemical Technology| North Maharashtra University| Jalgaon,P.B.No. 80| Umavinagar| Jalgaon,Jalgaon,Maharashtra,2257441//2258181,jbnaik@nmu.ac.in,www.nmu.ac.in
Government College of Engineering| Jalgaon,Opp.Govt  I.T. I. National Highway No-6| Jalgaon,Jalgaon,Maharashtra,2281522//2281522,princoej@rediffmail.com,www.gcoej.ac.in
Mahatma Gandhi Taluka Shikshan Mandal's Sharadchandrika S. Patil Inst of Technology| Chopda,CHOPDA Jalgaon | 425107,Jalgaon,Maharashtra,220500//220700,dpharmacychopda@gmail.com,
Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering|Dhule,SSVP Sansthas B S Deore College of Engineering |M.B.A.Department| Dhule,Dhule,Maharashtra,272713//284300,princi.ssvps@gmail.com,www.ssvpsengg.ac.in
Shramsadhana Bombay Trust| College of Engineering & Technology| Jalgaon,Bambori| Dharangaon|  Jalgaon,Jalgaon,Maharashtra,2258393//2252989,sscoetjal@gmail.com,www.sscoetjalgaon.ac.in
G.H. Raisoni Institute of Engineering and Management| Jalgaon,Gat No. 57/1| Shirsoli Road| At. Post- Mohadi Tal. & Dist. Jalgaon|,Jalgaon,Maharashtra,2264881//2264882,prabhakar.bhat@raisoni.net,www.raisoni.net
K. C. E. Societys College of Engineering and Information Technology| Jalgaon,C.S. No. 7480 and 7323| Behind D.I.C.| N.H.No.6|  IMR Campus| Jilha Path| Jalgaon,Jalgaon,Maharashtra,2242025//2242026,coeit.inquiry@gmail.com,www.coeit.kces.in
Shri Gulabrao Deokar College of Engineering| Jalgaon,Gat No. 56|  P.B. NO. 113| Shirsoli Road| Jalgaon,Jalgaon,Maharashtra,2264871//2264873,principal@sgdcoejalgaon.org,www.sgdcoejalgaon.org
Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering| Nashik,Udoji Maratha Boarding Campus| Near Pumping Station| Gangapur Road| Nashik,Nashik,Maharashtra,2571439//7378497999,principal@kbtcoe.org,www.kbtcoe.org
Sandip Foundation| Sandip Institute of Technology and Research Centre| Mahiravani| Nashik,At Post mahiravani| Trimbak Road Dist Nashik,Nashik,Maharashtra,222551//222551,principal@sitrc.org,www.sandipfoundation.org
Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology| Nashik,M. V. P. Campus| Gangapur Road| Shivaji Nagar| Nasik  422002,Nashik,Maharashtra,2571650//2571650,imrt_mba@yahoo.co.in,www.imrt.ac.in
K. K. Wagh Institute of Engineering Education and Research| Nashik,Hirabai Haridas Vidyanagari| Amrut Dham|  Panchawati| Nashik,Nashik,Maharashtra,2512876//,kkwieer@kkwagh.edu.in,www.engg.kkwagh.edu.in
Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch| Babulgaon,At. Post Babulgaon| Tal Yeola| Nashik,Nashik,Maharashtra,225012//225011,sndcoe.principal@gmail.com,www.sndcoe.ac.in
Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology| Chincholi Dist. Nashik,At / Po Chincholi| Tal. Sinnar| Nashik,Nashik,Maharashtra,271278//271261,svit.nashik@pravara.in,www.svitnashik.in
Brahma Valley College of Engineering & Research| Trimbakeshwar| Nashik,Anjaneri Village| Trimbakeshwar| Dist.Nashik 422103,Nashik,Maharashtra,220202//2464691,princi.bvcoe@gmail.com,www.brahmavalley.com
Pravara Rural College of Engineering| Loni| Pravaranagar| Ahmednagar.,A/P.Loni| Tal.Rahata  Dist.Ahmednagar,Ahmednagar,Maharashtra,273204//273204,principal@pravaraengg.org.in,www.pravaraengg.org.in
MET Bhujbal Knowledge City MET League's Engineering College| Adgaon| Nashik.,Bhujbal Knowledge City | MET's Institute Of Engineering| Adgaon| Nashik,Nashik,Maharashtra,2303515//,vpwani@gmail.com,www.metbhujbalknowledgecity.ac.in
Sanjivani Rural Education Society's Sanjivani College of Engineering| Kopargaon,Sahajanand Nagar| Po : Shingnapur| Tal : Kopargaon| Dist. Ahmednagar,Ahmednagar,Maharashtra,9130191301//222469,principalcoe@sanjivani.org.in,www.sanjivanicoe.org.in
Dr. Vithalrao Vikhe Patil College of Engineering| Ahmednagar,vadgaon Gupta| Vilad Ghat| P.O.-MIDC| Ahmednagar,Ahmednagar,Maharashtra,2777296//2779496,prin_coea@yahoo.com,www.enggnagar.com
Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering| Sangamner,P.O.: Sangamner Sakhar Karkhana| Tal : Sangamner| Dist. Ahmednagar,Ahmednagar,Maharashtra,259096//259148,principal@avcoe.org,www.avcoe.org
P.S.G.V.P. Mandal's D.N. Patel College of Engineering| Shahada| Dist. Nandurbar,Poojya Sane Guruji Vidya Prasarak Mandal's| D.N. Patel College of Engineering| Shahada| Dist. Nandurbar,Nandurbar,Maharashtra,229649//229649,principal@coeshahada.ac.in,www.coeshahada.ac.in
Sanjay Education Society's College of Engineering| Navalnagar,Navalnagar| Tal & Dist. Dhule,Dhule,Maharashtra,260238//260245,coenavalnagar@gmail.com,www.sescoe.org
T.M.E. Society's J.T.Mahajan College of Engineering| Faizpur,Jivram Nagar| |Nhavi Marg| PO:Faizpur(MSSK)|  Dist. Jalgaon,Jalgaon,Maharashtra,248256//248179,jtmcoef@rediffmail.com,www.jtmcoef.ac.in
Nagaon  Education Society's Gangamai College of Engineering| Nagaon| Tal Dist Dhule,Nagaon At Post. Nagaon| Tal&Dist.  Dhule,Dhule,Maharashtra,243170//243000,nagaonengg@rediffmail.com,www.gangamaiengg.org
Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology| Bhusawal,Near Z.T.C Bhusawal| Dist. Jalgaon,Jalgaon,Maharashtra,221719//221719,rps125@rediffmail.com,www.ssgbcoet.com
Godavari Foundation's Godavari College Of Engineering|  Jalgaon,Plot No.51| Dr. Ulhas Patil Nagar| Additional MIDC| Bhusawal Road| N.H.No.6| Jalgaon,Jalgaon,Maharashtra,2212999//2213500,gcoe2008@gmail.com,engg.godavarifoundation.org
R. C. Patel Institute of Technology| Shirpur,Near Nimzari Naka| Shirpur Dist. Dhule,Dhule,Maharashtra,259600//259600,registrar@rcpit.ac.in,www.rcpit.ac.in
SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering|  (Jain Gurukul)| Neminagar|Chandwad|(Nashik),Jain Gurukul| Neminagar| Chandwad Dist.  Nashik,Nashik,Maharashtra,205527//253752,principalcoe@snjb.org,www.snjb.org
G. H. Raisoni College of Engineering and Management| Ahmednagar,G.No.1030| At/Post-Chas|Nagar-Pune Road| Ahmednagar,Ahmednagar,Maharashtra,2570123//2570123,ghrcemahm@raisoni.net,ghrcemahm.raisoni.net
Matoshri College of Engineering and Research Centre| Eklahare| Nashik,At Post Eklahare| Taluka & District Nashik,Nashik,Maharashtra,2406600//2406600,gkkharate@rediffmail.com,www.mcoerc.org
Vishwabharati Academy's College of Engineering| Ahmednagar,Sarola Baddi |Jamkhed Road |  Ahmednagar,Ahmednagar,Maharashtra,2660033//2660033,principal_vacoea@yahoo.com,www.vacoea.com
Gokhale Education Society's| R.H. Sapat College of Engineering| Management Studies and Research| Nashik,Vidyanagar| College Road| Nashik 422 005,Nashik,Maharashtra,2311842//,principal@ges-coengg.org,www.ges-coengg.org
Kalyani Charitable Trust| Late Gambhirrao Natuba Sapkal College of Engineering| Anjaneri| Trimbakeshwar Road| Nashik,Sapkal Knowldege Hub|Kalyani Hills| Anjaneri- Wadholi| Tal. Trimbak| Nashik,Nashik,Maharashtra,220175//220175,gns_engineering@sapkalknowledgehub.org,www.sapkalknowledgehub.org
Shri Chhatrapati Shivaji College of Engineering| (Rahuri Factory)| Tal.Rahuri| Dist.Ahmednagar,Shree Shivaji Nagar (Rahuri Factory)| Tal. Rahuri|  Dist. Ahmednagar,Ahmednagar,Maharashtra,251200//9156532111,scsc_eng@yahoo.in,www.scscoe.org
Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research| Agaskhind Tal. Sinnar,At- Agaskhind| Post Shenit (Via Deolali Camp-Bhagur)| Tal. Sinnar  Dist. Nashik,Nashik,Maharashtra,304203//,siermainoffice@gmail.com,www.sier.org.in
A.J.M.V.P.S. Institute of Hotel Management & Catering Technology College| Ahmednagar,Lal Taki Road| Near Law College| Ahmednagar,Ahmednagar,Maharashtra,2326778//2326778,ihmctajmvps@gmail.com,www.ihmct.in
Mahatama Gandhi Vidyamandir's College of Hotel Management & Catering Technology | Nashik,Mumbai-Agra Highway| Panchavati| Nashik,Nashik,Maharashtra,2628281//2628281,mgvihmct@rediffmail.com,www.mgv.edu/hmct
Pravara Rural Education Society's Padmashri Dr. Vittalrao Vikhe Patil Institute of Technology and Engineering Polytechnic |Pravaranagar,A/P Loni Bk.-413 713| Taluka Rahata|Ahmednagar  413736,Ahmednagar,Maharashtra,272151//273484,principal.polyloni@pravara.in,www.pravara.in
Mgts Mandal's Sharadchandrika Suresh Patil Institute Of Technology(Polytechnic)| Chopda,Yawal Road| Chopda Jalgaon | 425107,Jalgaon,Maharashtra,222100//222100,0061principal@msbte.com,www.polychopda.org
Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology| Jalgaon,B.J Nagar Pimparala Road| P.Box No 132| Jalgaon | 425001,Jalgaon,Maharashtra,2250500//2250776,smitcollegejalgaon@gmail.com,www.muktaieducation.org
Technical & Medical Education Society's J. T. Mahajan Polytechnic| Faizpur,Nhavimarg| Faizpur Jalgaon | 425524,Jalgaon,Maharashtra,248156//248556,jtmpfaiz@gmail.com,www.jtmpoly.ac.in
MET's Institute of Technology Polytechnic| Bhujbal Knowledge City| Adgaon Nashik,Bhujbal Knowledge City| Adgaon |Nashik 422003,Nashik,Maharashtra,2555825//2555825,principal_iot@bkc.met.edu,www.metbhujbalknowledgecity.ac.in
Kai. Vanjibaba Gramin Vikas Mandal| Shantidevi Chavhan Institute of Engineering & Technology| Chalisgaon,Survey No. 94/3/1 & 2| At Post Bhoras| Tal Chalisagtion|  Jalgaon | 424101,Jalgaon,Maharashtra,257356//257357,1004principal@msbte.com,www.sscpolycsn.com
Trimurti Shikshan Prasarak Mandal| Trimurti Institute Of Technology| Paladhi Bk| Jalgaon,Survey No.227/2| Paldhi Bk| Next To North Maharashtra University| Tal-Dhamangaon| Dist:Jalgaon,Jalgaon,Maharashtra,202292//202292,manojpatil9737@rediffmail.com,www.tspmjalgaon.com
The People Education Society's| Diploma College Of Enggineering & Technology|Jamkhed,Behind Police Line|Jamkhed Dist. Ahmednagar  413201,Ahmednagar,Maharashtra,221233//221222,pesdcet@gmail.com,www.pesjamkhed.com
Kisan Dnyanoday Mandal Gudhe's Dr. Uttamrao Mahajan Institute Of Engineering & Technology|Chalisgaon| Jalgaon,Gat No.140 2 A/1|140 2 A/2| Aurangabad Byepass Road| Chalisgaon Dist-Jalgaon 424101,Jalgaon,Maharashtra,202252//202252,1178principal@msbte.com,www.kdmgsinstitutions.co.in
Sanjivani Pratishthan's Institute Of Technology|Kurund,Gut No.22|23|28|At Kurund Post Ralegantherpal Tal.Parner Ahmednagar | 414306,Ahmednagar,Maharashtra,212631//,spitkurund@gmail.com,www.sanjivanipratisthan.com
Matoshri Education Soceity| Matoshri Institute Of Technology| Dhanore| Nashik,Dhanore Tal.Yeola| Dist.Nashik  423401,Nashik,Maharashtra,267561//267560,mityeola@gmail.com,www.mityeola.in
Mahatma Gandhi Vidyamandir's Institute Of Industrial & Pharmaceutical Technology| Nashik,MUMBAI-AGRA HIGHWAY| PANCHAVATI| NASHIK-422003,Nashik,Maharashtra,2511931//2628201,mgv.iipt@gmail.com,www.mgv.org.in
Shri.Sant Muktabai  Santha's Institute  of Technology| Jalgaon,B.J.Nagar| Pimprala Road| P.O.Box No.132| Jalgaon 425001 (M.S.),Jalgaon,Maharashtra,2250500//2250776,smitcollegejalgaon@gmail.com,www.muktaieducation.org
Mahatma Gandhi Vidya Mandir Institute Of  Hotel Management And Catering Technology|Nashik,Panchavati|Mumbai-Agra Road| Nashik 422003,Nashik,Maharashtra,2628283//2628281,mgvdhmct@gmail.com,www.mgv.org.in
Jamia Institute Of Engineering And Management Studies| Akkalkuwa,Molgi Road Near Amlibari Fata Akkalkuwa| Nandurbar,Nandurbar,Maharashtra,252524//,jamia.enggmba@yahoo.com,www.jiemsakk.com
Pune Vidyarthi Griha's College Of Engineering| Nashik,206| Dindori Road| Near Meri| Mhasrul| Nashik,Nashik,Maharashtra,6480036//6480003,pvgcoenashik@gmail.com,pvgcoenashik.org
Sandip Foundation's| Sandip Institute of Engineering & Management| Nashik,Trimbak Road| Mahiravani Nashik,Nashik,Maharashtra,222581//,principal@siem.org.in,www.sandipfoundation.org
Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology| Agastkhind| Tal Sinner,Srv. No. 2| At. Post Agastkhind| Tal Sinner Dist. Nashik 422502,Nashik,Maharashtra,02551304//02551304,1473principal@msbte.com,www.sitp.co.in
Seva Shikshan Prasarak Mandal| Dr. N. J. Paulbudhe Institute of Technology| Narayandoho Tal Nagar| Ahmednagar,Gate No. 479 At. Post Narayandoho Tal Nagar Dist. Ahmednagar,Ahmednagar,Maharashtra,2030626//2030627,polytech_paulbudhe@yahoo.in,sspm.online.org.in
Nashik Institute of Technology| Late Annasaheb Patil Polytechnic | Dindori Road Cannol road |MERI |Nashik,Srv. No|.155 / 1A Dindori Road Cannol road MERI Nashik,Nashik,Maharashtra,2024121//2629777,principal@nitnasik.com,www.nitnasik.com
Godavari Foundation|Dr.Varsha Patil Institute of Technology| Jalgaon,Jalgaon  425309,Jalgaon,Maharashtra,77200899//77200899,dvpit2010@gmail.com,www.dvpit.in
Adsul's Technical Campus| Chas Dist. Ahmednagar,At Post Chas| Tal.& Dist. Ahmednagar,Ahmednagar,Maharashtra,2570428//,adsulstechnicalcampus@gmail.com,www.adsulsgroup.edu.in
Shri. Jaykumar Rawal Institute of Technology| Dondaicha.,At Post Dondaicha| Dist. Dhule,Dhule,Maharashtra,0256244123//244123,5381jaytech@gmail.com,www.jaytech.co
Ahmednagar Jilha Maratha Vidya Prasarak Samajache| Shri. Chhatrapati Shivaji Maharaj College of Engineering| Nepti,Survey No. 162& 163| Nepti| Nagar Kalyan Road| Ahmednagar,Ahmednagar,Maharashtra,2568383//2568384,scsmcoe.anr@hotmail.com,www.scoea.org
Shree Saibaba Institute of Engineering| Research & Allied Sciences| Rahta.,At Post Rahta| Taluka Rahata| Dist. Ahmednagar,Ahmednagar,Maharashtra,204580//204578,shrisaibabaengg@gmail.com,www.shrisaibabaengg.org
Akole Taluka Education Society|s Technical Campus| Akole| Ahmednagar,Akole| Tal. Akole| Dist. Ahmednagar,Ahmednagar,Maharashtra,221123//95957577,akole2011@gmail.com,www.atestc.com
K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research| Nashik.,Canada Corner| Sharanpur Road| Nashik,Nashik,Maharashtra,6641301//,kvnnaik@gmail.com,www.logmieer.com
Ashok Institute of Engineering & Technology(Polytechnic)| Shrirampur.,Ashok Nagar| Tal.Shrirampur| Dist. Ahmednagar.413717,Ahmednagar,Maharashtra,246021//246021,ashoktech_ashoknagar@yahoo.com,www.ashokpolytechnic.org
College of Engineering and Technology |North Maharashtra Knowledge City| Jalgaon,Gat No 166 Bambhori| Jalgaon,Jalgaon,Maharashtra,93714//02588202,nmkcjalgaon49@gmail.com,www.nmkcj.org
Sanghavi College of Engineering| Varvandi| Nashik.,Gut No. 166| Varvandi| Taluka Dindori| Dist. Nashik.,Nashik,Maharashtra,259091//,principal.scenashik@shreemahavir.org,www.shreemahavir.org
Piren's Insitute of Computer Technology| Loni,A/P Loni| Bk. Taluka Rahata| Dist. Ahmednagar,Ahmednagar,Maharashtra,02422473//,directorptc@yahoo.com,www.pirens.in
Jawahar Education Society's Institute of Technology| Management & Research| Nashik.,Survey No.48| Gowardhan| Gangapur Road| Nashik.,Nashik,Maharashtra,2970077//2970077,principaljitnashik@rediffmail.com,www.jitnashik.edu.in
Gurukul Education Society's Institute of Engineering & Technology| Nandgaon,S.No. 34/1B| & 34/2| At Phule Nagar| Post Nandgaon| Tal. & Dist. Nashik.,Nashik,Maharashtra,243488//243488,1607principal@msbte.com,www.gurukulpolytechnic.org
Vidya Niketan College of Engineering| Bota Sangamner,Gat No. 670| Vidya Nagari| Pune Nashik Road| at post Bota| TalSangamner| Dist. Ahmednagar.,Ahmednagar,Maharashtra,8600888433//8600888433,vncoe.principal@gmail.com,www.vidyaniketanglobal.com
Rajiv Gandhi College of Engineering| At Post Karjule Hariya Tal.Parner| Dist.Ahmednagar,At Post Karjule Harya| Tal. Parner| Dist Ahmednagar,Ahmednagar,Maharashtra,295101//9604049525,rajivgandhi.iot@gmail.com,www.rgcoe.org
Maulana Mukhtar Ahmad Nadvi Technical Campus| Malegaon.,Mansoora| Malegaon-Manmad Road| P.B.No.144| Malegaon| Nashik.,Nashik,Maharashtra,02554//9970178118,mmantc@gmail.com,www.mmantc.in
Nikam Institute of Technology(Polytechnic)|Dhule,Morane-Gondur byPass road|Gondur,Dhule,Maharashtra,297309//297309,5414nikampoly@gmail.com,www.nitgondur.org
Guru Gobind Singh College of Engineering & Research Centre| Nashik.,Khalsa Educational Complex| Guru Gobind Singh Marg| Nashik.,Nashik,Maharashtra,2372766//2372766,gcoerc.nashik@ggsf.edu.in,www.ggsf.edu.in
Mauli Institute of Technology (Polytechnic)| Amalner| Dist. Jalgaon,Gut No.25/1/A| Dheku Road| Ambasan Dheku| Amalner| District Jalgaon.,Jalgaon,Maharashtra,218200//7588007270,maulipoly@gmail.com,www.maulipoly.com
Shri. Sai Institute of Technology| Amalner,Gat NO.15/1| Devli/Devgaon| Tal.Amalner| Dist Jalgaon.,Jalgaon,Maharashtra,218312//9423479388,php_pune@rediffmail.com,shrisaiinstituteoftechnology.org
Shri Vile Parle Kelavani Mandal's Institute of Technology| Dhule,Survey No. 499/1| Plot No.2| Behind Gurudwara| Mumbai Agra Highway| Dhule,Dhule,Maharashtra,2562297801//2562297801,IOTDhule@svkm.ac.in,www.svkm-iot.ac.in
