COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Wainganga College of Engineering and Management| Dongargaon| Nagpur,Dongargoan| Near Gumgaon Railway Station| Post - Gumgaon| Wardha road| Nagpur,Nagpur,Maharashtra,203728//202007,wcem4145@gmail.com,www.wcem.in
KDK College of Engineering| Umrer| Nagpur,State Highway No.9| Opp. W. C. L.| Umrer Project| Umrer| Nagpur,Nagpur,Maharashtra,247317//247823,dratulcwaghmare@rediffmail.com,www.ucoe.org.in
K.D.K. College of Engineering| Nagpur,Great Nag Road| Nandanvan| Nagpur,Nagpur,Maharashtra,2710030//2711400,kdkce4147@gmail.com,www.kdkce.edu.in
Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology| Nagpur,Kh. No. 8/1| Mohgaon|Wardha Road|Nagpur,Nagpur,Maharashtra,645410//6648252,vidarbhabuss@yahoo.co.in,www.tgpcet.com
Shriram Gram Vikas Shikshan Sanstha| Vilasrao Deshmukh College of Engineering and Technology| Nagpur,Sr. No.121| 262| At Mouza| Taluka Mauda| Bhandara Road| Nagpur,Nagpur,Maharashtra,281254//,vdcoe_ngp@hotmail.com,www.vdcet.com
Center for Advance Education|Institute of Management Technology| Katol Road| Nagpur,35 Km Milestone| Mouza Dorli| Katol Road| Nagpur,Nagpur,Maharashtra,//,,www.itm.edu
Bapurao Deshmukh College of Engineering| Sevagram,P.O.Sevagram|Dist-Wardha,Wardha,Maharashtra,284378//284030,princi.bdces@gmail.com,www.bdce.edu.in
Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering| Nagpur,C.R.P.F. Gate No.3| Digdoh Hills| Hingna Road| Nagpur,Nagpur,Maharashtra,9604787184//9881713575,principal.ghrce@raisoni.net,www.ghrce.raisoni.net
STMEI's Sandipani Technical Campus-Faculty of Engineering| Latur.,Gat No. 23| Kolpa Tq & Dist. Latur,Latur,Maharashtra,263546//,badgireudhav@gmail.com,www.vit.edu/latur
Maitree Foundation's Maitree Institute of Management & Technology| Bhatangali Tal.& Dist. Latur,Gut. No. 237| Bhatangali| Tq. & Dist. Latur.  413512,Latur,Maharashtra,254888//240430,mimlatur@rediffmail.com,www.mimlatur.com
V.J. Shinde College of Engineering| Osmanabad.,Gat No. 738| Waruda road| Osmanabad.,Osmanabad,Maharashtra,203205//203205,vjscoe2529@gmail.com,www.vjsengg.com
CSMSS Chh. Shahu College of Engineering| Aurangabad,Kanchanwadi| Paithan Road| Aurangabad.,Aurangabad,Maharashtra,6646371//6646370,shahuengg@gmail.com,www.csmssengg.org
D.B.Group of Instituions| School of Technology| At.Mahalangra| Tal.Chakur|Latur,Opp. LATUT-NANDED HIGHWAY|AT MAHALANGRA|TQ-CHAKUR|DIST-LATUR-412513,Latur,Maharashtra,259009//259008,dbimr@yahoo.com,www.dbgroup.org.in
Gramin College of Engineering| Vishnupuri| Nanded,Vishnupuri| Nanded| Nanded waghala| Nanded,Nanded,Maharashtra,229112//229900,graminenggnanded@gmail.com,www.graminenggnanded.org
Government College of Engineering| Chandrapur,Ballarsha Bypass Road|Chandrapur,Chandrapur,Maharashtra,230478//230299,gcoechandrapur@gmail.com,www.gcoec.ac.in
G.H. Raisoni Institute of Information Technology,37-39/1| SHRADDHA PART| OFF HINGNA-WADI LINK ROAD| MIDC| NAGPUR| MAHARASHTRa 440028,Nagpur,Maharashtra,236102//236102,ghriitnag@raisoni.net,ghriit.raisoni.net
Laxminarayan Institute of Technology| Nagpur,L.I.T.Premises| Opposite Bharatnagar| Amravati Road| Nagpur,Nagpur,Maharashtra,2561107//2531659,rajumankar@gmail.com,www.litnagpur.in
Government Institute of Hotel Management & Catering Technology| Nagpur,Govt. Polytechnic Campus| Nagpur | 440001,Nagpur,Maharashtra,2544355//2542725,principahmct_ngp@hotmail.com,www.gihmctngp.org
Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology| Nagpur,Electronic Zone|M.I.D.C Nildoh Nagpur,Nagpur,Maharashtra,242304//,principal_dmltnys@yahoo.com,www.dmltngp.com
Government College of Engineering| Nagpur,Sector-27| Mihan Rehabilitation Colony| Khapari| Nagpur,Nagpur,Maharashtra,202012//202011,office.gcoenagpur@dtemaharashtra.gov.in,www.gcoen.ac.in
Shree Shivaji Education Society| Dr. Panjabrao Deshmukh Institute of Management Technology & Research| Nagpur,Dept. of Dhanwate National College| Congress Nagar Opp. Ajni Rly Station  Nagpur | 440012,Nagpur,Maharashtra,2445356//2522759,pdimtrdnc@gmail.com,www.pdimtr.ac.in
Kavi Kulguru Institute of Technology & Science| Ramtek,K. K. Nagar| Ramtek| Nagpur - 441 106,Nagpur,Maharashtra,255309//255047,principal@kits.edu,www.kits.edu
GES Department Of Management Technology N.M.D.PG College Of Arts| Commerce| Law & Management| Gondia,Ramnagar| Gondia   441614,Gondia,Maharashtra,252682//252634,dmtr.nmd@rediffmail.com,www.nmdcgmmba.co.in
Shri Ramdeobaba College of Engineering and Management| Nagpur,Gittikhadan| Katola  Road| Nagpur,Nagpur,Maharashtra,2580011//2583239,deanadmissions@rknec.edu,www.rknec.edu
Lady Amritbai Daga College for Women of Arts| Comm & Sci &  R.Purohit College of H.Sci & H. Sc. Technology| Nagpur,Department of HMCT| L.A.D.  & Smt. R.P.College for Women|  Seminary hills| Shankar Nagar|Nagpur,Nagpur,Maharashtra,2512336//2246623,lad_hmct@yahoo.com,hmct.ladcollege.in/
Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,Ballarpur Road Babupeth Dist. Chandrapur,Chandrapur,Maharashtra,225168//225286,principal@rcert.ac.in,www.rcert.ac.in
Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology| Gondia,Kudwa|  Dist. Gondia,Gondia,Maharashtra,252033//252158,principal_miet@rediffmail.com,www.mietgondia.in
Yeshwantrao Chavan College of Engineering|Wanadongri| Nagpur,Hingna Road| Wanadongri| Nagpur  441110,Nagpur,Maharashtra,242919//329250,principal@ycce.edu,www.ycce.edu
Jai Mahakali Shikshan Sanstha| Agnihotri College of Engineering| Sindhi(Meghe),Nagthana Road| Near Bypass Highway Road| Sindhi (Meghe). Wardha,Wardha,Maharashtra,250152//240527,ajayshelke.000@rediffmail.com,www.agnihotrigroup.org
Yugantar Education Society's Shri Balasaheb Tirpude College of Hotel Management & Catering Technology|Nagpur,Shri Nasikraoji Tirpude Marg|Civil Lines |Sadar| Nagpur,Nagpur,Maharashtra,2550695//2550032,tirpudehmct@gmail.com,www.tirpudehmct.org
Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology| Ramnagar| Wardha,Ramnagar| Wardha | 442001,Wardha,Maharashtra,252888//252888,ast695@rediffmail.com,www.aginihotrigroup.org
Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering| Mouza| Bhojapur,Mauza Bhojapur| P.H. No.115| Sur. No.6| Kuhi| Nagpur 400001,Nagpur,Maharashtra,220021//220021,avdootpoly@rediffmal.com,lmdes.org.in
Krushna Sahayogi Tantra Shikshan Sanstha| Chatrapati Shivaji Institute Of Technology| Deori| Gondia,Shivaji Campus|At.Post.Th.Deori(Chichgadh Road) Gondia | 441901,Gondia,Maharashtra,225631//225631,kstsscsit@rediffmail.com,www.kstsscsit.org
Sikh Education Society's Gurunanak Technical Institute of Pharmacy| Nagpur,Mauza Nari| Near Dixit Nagar| Kh. No. 81/1| C.P. Foundry|Pili Nadi Nagpur | 440026,Nagpur,Maharashtra,2633854//2242017,gnti1983@yahoo.com,www.gntinagpur
V M Institute of Engineering and Technology| Dongargaon| Nagpur,Dhutte village | Near Dongargaon| Wardha Road| Nagpur,Nagpur,Maharashtra,6650243//645689,vmietnag@gmail.com,www.vmit.org.in
Gurunanak Educational Society's Gurunanak Institute of Technology| Nagpur,Dahegaon| Kalmeshwar Road| Nagpur,Nagpur,Maharashtra,661450//2234333,gniemnagpur@gmail.com,www.gniem.ac.in
ITM College of Engineering| Nagpur,Near Madhi Mandir| Ghorpad Road| Kamptee| Dist-Nagpur,Nagpur,Maharashtra,7109270273//9881713211,prasadv@itmnagpur.ac.in,www.itmnagpur.ac.in
Vidya Niketan Institute of Engineering and Technology| Nagpur,At. Post : Gondkheri. Tah.: Kalmeshwar| Dist.: Nagpur,Nagpur,Maharashtra,277088//277088,principal@vniet.org,www.vniet.org
Cummins College of Engineering For Women| Sukhali (Gupchup)| Tal. Hingna Hingna Nagpur,Mouje Sukhali (Gupchup)| Tal. Hingna  Dist. Nagpur,Nagpur,Maharashtra,96576670//94230551,office@cumminscollege.edu.in,www.cumminscollege.edu.in
G.H.Raisoni Academy of Engineering & Technology| Nagpur,Shraddha Park| Off Hingna-Wadi Link Road| Nagpur,Nagpur,Maharashtra,237688//237688,ghraetnag@raisoni.net,www.ghraet.raisoni.net
Indian Instiutute of Fire Engineering| Nagpur,Makardhokda Katol Road|Near VeerChakra Colony| Nagpur  440013,Nagpur,Maharashtra,2574129//2570733,fireinstitute96@gmail.com,www.firecollegenagpur.in
Maharashtra Shikshan Prasarak Mandals|Sommaya Diploma In Engineering| Wadgaon Dist Chandrapur,Wadgaon Dist Chandrapur   442402,Chandrapur,Maharashtra,271232//271252,somayyamspm@gmail.com,www.somayyapolytechnic.com
Gramin Vikas Multipurpose Education Society|Prabhat Diploma College of Engineering| Mouza Rui| Ta- Bramhapuri| Chandrapur,Gut No. 90| 102| Mouza Rui| Ta- Bramhapuri| Dist-Chandrapur,Chandrapur,Maharashtra,230168//,prabhatpolytechnic@gmail.com,www.gvmes.org.in
Navneet Bahuuddeshya Sanstha| Kinkar Institute Of Technology|Seloo|Dist.Wardha,Rehnki Road|Seloo|Dist.Wardha,Wardha,Maharashtra,220240//220240,principal.kit4612@gmail.com,www.kitseloo.org
Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology| Shahapur| Bhandara,N.H.6 Shahapur|Bhandara,Bhandara,Maharashtra,9975591177//7709967710,principalmietb@rediffmail.com,www.mietbhandara.ac.in
Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad – Patil College of Engineering| Nagpur,Khasara No.8/1| Mohgaon| Wardha Road| Tal. & Dist. Nagpur,Nagpur,Maharashtra,645412//6648252,vidarbhabuss@yahoo.co.in,www.agpce.com
Nav Disha Education Soc| Acharya Vinoba Bhave Institute of Technology |Mauza-Pawnar|Wardha,At Post Pavanar| Dist. Wardha,Wardha,Maharashtra,93733950//93733950,avbit2008@rediffmail.com,www.abvit.org
K.D.M. Education Society| Vidharbha Institute of Technology|Umred Road |Nagpur,Gram UTI| Umred Road| Nagpur,Nagpur,Maharashtra,//,kdmsociety@gmail.com,www.vitnagpur.com
Lokmanya Tilak Jankalyan Shikshan Sanstha's | Priyadarshini Institute of Engineering and Technology| Nagpur,Mouza Shivangaon | Khasara| 1/1A| 1909/12C| Near CRPF Campus| Hingna Road| Nagpur,Nagpur,Maharashtra,244463//244470,viveknanoti@gmail.com,www.piet.ltjss.net
Anjuman College of Engineering & Technology| Nagpur,Mangalwari Bazar Road| Sadar| Nagpur,Nagpur,Maharashtra,6604502//2583559,eng_acet@rediffmail.com,www.anjumanengg.edu.in
ST. Vincent Pallotti College of Engineering & Technology| Nagpur,Gavsi Manapur| Wardha Road|  Nagpur,Nagpur,Maharashtra,275951//,info@stvincentngp.edu.in,www.stvincentngp.edu.in
JMSS Shri Shankarprasad Agnihotri College of Engineering| Wardha,Agnihotri College Campus| Bapujiwadi| Ramnagar| Wardha,Wardha,Maharashtra,250007//232552,agisspace2007@gmail.com,www.sspace.ac.in
Priyadarshini Bhagwati  College of Engineering| Harpur Nagar| Umred Road|Nagpur,Harpur Nagar| Umrer Road| Nagpur,Nagpur,Maharashtra,2710282//2710281,principalpbcoe@gmail.com,www.bcce.ltjss.net
Rajiv Gandhi College of Engineering & Research| Hingna Road| Nagpur,Wanadongari| Hingna Road| Nagpur,Nagpur,Maharashtra,9028049155//,rgcerngp@gmail.com,www.rgcer.edu.in
Lokmanya Tilak Jankalyan Shiksan Sanstha| Priyadarshini Indira Gandhi College of Engineering| Nagpur,Opp. Lata Mangeshkar Hospital| Hingana Road| Nagpur,Nagpur,Maharashtra,232545//232545,pigce.principal@gmail.com,www.pice.ltjss.net
KDKs Shrimati Rajashri Mulak College of Engineering for Womens| Nagpur,KDK College Campus| Great Nag Road| Nandanvan| Nagpur,Nagpur,Maharashtra,2714750//2716411,principal_srmcew@yahoo.com,www.srmcew.edu.in
Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology| Nagpur,146|149|150 & 153|Nagpur Katol Highway| Khapri(Kothe)|Tal.Kalmeshwar| Nagpur,Nagpur,Maharashtra,661105//0,infonuva@gmail.com,www.nuvaedu.com
Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering| Inzapur| Wardha(Closed A.Y. 2018-19),Lloyd Steel Industrial Limited| Hinganghat Road|  Inzapur| Wardha,Wardha,Maharashtra,285252//,glpworld@rediffmail.com,www.omcoe.com
Shree Bapuraoji Deshmukh Foundation| Suresh Deshmukh College of Engineering| Selukate| Wardha,Selukate| Survey No. 161| Mauje Selu Kate| Dist. Wardha,Wardha,Maharashtra,282533//282333,princi.sdces@gmail.com,www.sdce.edu.in
Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research| Savangi (Meghe),Wardha Yavatmal Road Wardha,Wardha,Maharashtra,287894//,principal_dmietr@yahoo.com,www.dmietr.edu.in
Dr. Babasaheb Ambedkar College of Engineering and Research| Wanadongri| Nagpur,Wanhadongri| Hingna Road| Nagpur,Nagpur,Maharashtra,242406//242406,svssngp@gmail.com,www.svsscer.edu.in
Krushi Jivan Vikas Pratishthan| Ballarpur Institute of Technology| Mouza Bamni,Bamani| Rajapura Road| Tal. Ballarpur. Chandrapur,Chandrapur,Maharashtra,7720079166//,bit.ballarpur@gmail.com,www.bitedu.co.in
Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology| Gadchiroli,At Mouza Boldi| Dhanopra Road| Tal & Dist. Gadchiroli,Gadchiroli,Maharashtra,237861//237862,principal.ncet@gmail.com,www.npcet.ac.in
M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology| Badravati,Near Village Lonara| Nagpur Road| Badravati Dist. Chandrapur,Chandrapur,Maharashtra,230723//230723,mdyergude@yahoo.com,www.sscet.in
Maitraya Education Society| Nagarjuna Institute of Engineering Technology & Management| Nagpur,Khasara No. 27| 32-B| At Satnavari| Amravati Road| Nagpur,Nagpur,Maharashtra,322212//,maitrey.ngp@gmail.com,www.nietm.in
Sai Institute of Engineering & Technology| Bilda| Aurangabad.,Survey No.170| Sai Nagar|Aurangabad Ajanta Road|Jalgaon Highway|Village Bilda|Tal. Phulambri|,Aurangabad,Maharashtra,2020555//2020555,sietaurangabad@gmail.com,www.sietaurangabad.com
 Government Institute of Printing Technology| Mumbai,J.J School Of Architecture Compound| Near Cst Station| Mumbai 400001,Mumbai City,Maharashtra,20821474//,gipt_m@rediffmail.com,www.gipt.ac.in
Shri Vile Parle Kelavani Mandal's Institute of Technology| Dhule,Survey No. 499/1| Plot No.2| Behind Gurudwara| Mumbai Agra Highway| Dhule,Dhule,Maharashtra,2562297801//2562297801,IOTDhule@svkm.ac.in,www.svkm-iot.ac.in
Shri. Sai Institute of Technology| Amalner,Gat NO.15/1| Devli/Devgaon| Tal.Amalner| Dist Jalgaon.,Jalgaon,Maharashtra,218312//9423479388,php_pune@rediffmail.com,shrisaiinstituteoftechnology.org
Government College of Technology,Takyelpat Imphal Imphal - 795001 Imphal East (Dist) Manipur,IMPHAL EAST,Manipur,,,
Shillong Engineering & Management College,Jorabat G.s.road Shillong Shillong - 793101 Meghalaya,,Meghalaya,0361 2897030,neited@rediffmail.com,
Mizoram Engineering College,Govt. Of Mizoram Aizawl Mizoram Aizawl - 796001 Aizawl (Dist) Mizoram,AIZAWL,Mizoram,,,
Institute of Textile Technology,Chowdwar Cuttack Pincode - 754025 Cuttack (Dist) Orissa,CUTTACK,Orissa,2394217/2394888,itt.cdr@gmail.com,http://www.ittorissa.org/
Gandhi Institute of Engineering and Technology,Kharling Post Gobriguda Gunupur Gunupur - 765022 Rayagada (Dist) Orissa,RAYAGADA,Orissa,06857-250282/250172/250263,gandhi_giet@yahoo.com,www.giet.edu
Kalahandi School of Engineering & Technology,Bandopala Bhawanipatna Pincode - 766002 Kalahandi (Dist) Orissa,KALAHANDI,Orissa,06670 - 202201 / 06670 - 202200,principalgcek@gmail.com,http://www.gcekbpatna.ac.in
Padmanava College Of Engineering,Kuarmunda Sector-4 Rourkela Pincode - 769002 Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,0661-2642455/2649555/2649822,info@pcerkl.ac.in,www.pcerkl.ac.in
Padmashree Kurtartha Acharya College of Engineering,At/po Chakarkend Bargarh Pincode - 768028 Bargarh (Dist) Orissa,BARGARH,Orissa,06646-246381/246750/09861096537,pkace@rediffmail.com,www.pkace.org
Rajdhani College of Engineering,Near Mancheswar Railway Station Mancheswar Bhubaneswar Pincode - 754001 Khurda (Dist) Orissa,KHURDA,Orissa,(0674) - 3247813,rec_bbsr@yahoo.co.in,www.rec.ac.in
Rourkela Institute of Technology,Kalunga Industrial Estate Kalunga; Panpsh Pincode - 770031 Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,0661-2661164/2660903,info@ritrkl.ac.in,www.ritrkl.ac.in
Silicon Institute of Technology,Silicon Hills Patia Bhubaneswar Bhubaneswar - 751024 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2725 649/ 448/ 452/940/900,info@silicon.ac.in,www.silicon.ac.in
Seemanta Engineering College,Jharpokharia Mayurbhanj (Dist) Orissa,MAYURBHANJ,Orissa,06791-222333/222304/256725,sec_mbj@yahoo.co.in,www.secmbj.org
Sidheswar College of Science & Technology,Amarda Road Balasore (Dist) Orissa,BALASORE,Orissa,,,
Roland Institute Of Technology,Surya Vihar Berhampur Berhampur - 761008 Ganjam (Dist) Orissa,GANJAM,Orissa,0680-2222624/2492431/2222810,,www.roland.ac.in
Tapaswini Institute of Information Technology,L & T Campus Kansbahal; Rourkela Rourkela - 770034 Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,06624-280755/280855,rkl_tiitkbl@sancharnet.in,www.tiitrourkela.info
College of Engineering Orissa,Unit - I; Sector - B Chandaka Nucleus Industrial Complex Bhubaneswar Pincode - 751024 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2554727/2440133/2550018,registrar@oec.ac.in,www.coeb.org
The Techno School,361 (a); Patra Pada Bhubnaeswar Khurda (Dist) Orissa,KHURDA,Orissa,0674 -2472525/ 2471416,contact@tts.ac.in,http://www.tts.ac.in/
C. V. Raman College of Engineering,Vidya Nagar; Mohura Janla; Khurda Bhubaneswar - 752054 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2460743/2460693,info@cvraman.org,www.cvraman.org
Balasore College of Engineering and Technology,Balasore Sadarser Agarh Balasore - 756060 Balasore (Dist) Orissa,BALASORE,Orissa,236607/236608/236609/236271,bcetbalasore@yahoo.com,www.bcetbalasore.org
Bhadrak Institute of Engineering & Technology,Barapada Barapada - 756113 Bhadrak (Dist) Orissa,BHADRAK,Orissa,06784-261633/261632,principalbiet@yahoo.co.in,www.bsetorissa.com
International Institute Of Information Technology,Plot No - 570 Gothapatna Khandagiri Bhubaneswar - 751030 Khurda (Dist) Orissa,KHURDA,Orissa,,ugadmissions@iiit.ac.in// pgadmissions@iiit.ac.in,
Mahavir Institute of Engineering & Technology,Mahavir Nagar Gangapara Bhubaneswar Bhubaneswar - 751015 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2330208/2467674,info@miet.edu.in,www.miet.edu.in
Ajay Binay Institute of Technology,Plot No. 11/1/a;sector- 1 Bidanasi Hounsing Project Area Cuttack Cuttack - 753014 Cuttack (Dist) Orissa,CUTTACK,Orissa,0671-2342012/231691,admissions@abit-pmca.com,www.abit-pmca.com
Sri Jaydev College of Education & Technology,Naharkanta Khurda (Dist) Orissa,KHURDA,Orissa,,,
Indus College of Engineering Orissa,At. Barakuda P.o. Panchagaon Via - Jatni Pincode - 752050 Khurda (Dist) Orissa,KHURDA,Orissa,(0674) - 6533838/2550070,info@indus.ac.in,http://www.indus.ac.in/
Nalanda Institute of Technology,Bhudhist Village Nebad Bhuasani Temple Square Similipatna Chandaka G.p Pincode - 754005 Khurda (Dist) Orissa,KHURDA,Orissa,+91 9439979032/ +91-9938632362,info@thenalanda.org//  nitbbsr_2007@yahoo.co.in,www.thenalanda.com
Institute of Advanced Computer,Prajukti Vihar Rayagada Pincode - 765002 Rayagada (Dist) Orissa,RAYAGADA,Orissa,06857-225270/225850/225827,iacr_enggcollege@yahoo.co.in,www.iacrcollege.org
Indira Gandhi Institute of Science and Technology,Saranga Talchar Angul (Dist) Orissa,ANGUL,Orissa,,,
Indira Gandhi Institute of Technology,Sarang (parjang) P.o. Talcher P.b. No.3; Dhenkanal Dhenkanal - 759146 Dhenkanal (Dist) Orissa,DHENKANAL,Orissa,06760-240371/240513,kewlmegha@gmail.com// a_batra16@yahoo.co.in,www.igitsarang.ac.in
Institute of Technical Education and Research,Jagmohan Nagar Jagamara Khandagiri Khurda (Dist) Orissa,KHURDA,Orissa,0674-2351880/2350181/2401481,,www.spsindia.org
Gandhi Institute for Technological Advancement,Bada Raghunathpur P.o. Madanpur Bhubaneswar Bhubaneswar - 752054. Khurda (Dist) Orissa,KHURDA,Orissa,0674-2561008/2000965,gitabhubaneswar@yahoo.com//  gita@gita.edu.in,www.gita.edu.in
Regional Engineering College,Rourkela Pincode - 769008 Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,,,
Eastern Academy Of Science And Technology,At-anantapur Po. Phulnakhara Khurda Pincode - 754001 Khurda (Dist) Orissa,KHURDA,Orissa,0671-2356933,info@eastodissa.ac.in,www.eastodissa.com
Gopal Krishna College of Engineering & Technology,Iat-gourahari Vihar; Po- Raniput; Koraput Pincode - 764001 Jajpur (Dist) Orissa,JAJPUR,Orissa,(06854) 247176 / 09437236554,gkcetadmn2012@gmail.com,www.gkcet.org
Orissa School of Mining Engineering,Keonjhargarh Kendujhar Pincode - 758001 Kendujhar (Dist) Orissa,KENDUJHAR,Orissa,06766-255432/256832,osme_keonjhar@yahoo.com,www.osme.net.in
Orissa Engineering College,Nabajyoti Vihar; Nijigarh Kurki 36-a Saheed Nagar Bhubaneswar Pincode - 751007 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2495311/2517200/2515800,principal@oec.ac.in,www.oec.ac.in
Ghanashyam Hemalata Institute of Technology and Management,Raisanada Jena Vihar Chhaitana Pincode - 761007 Puri (Dist) Orissa,PURI,Orissa,06752-246612/246613/246627,ghitm@hotmail. com //  principal@ghitm.org,www.ghitm.org
Jagannath Institute of Engineering & Technology,Jagatpur Industrial Estate P.o. Jagatpur Cuttack Cuttack (Dist) Orissa,CUTTACK,Orissa,0671-2491935/2490935/2490185,principal@jiet.org.in// info@jiet.org.in// jietctc@rediffmail.com,www.jiet.org.in
TempleCity Institute of Technology & Engineering,Plot No. F/12 Khurda Industrial Estate Khurda Pincode - 752057 Khurda (Dist) Orissa,KHURDA,Orissa,9337725364/ 9437105278/ 9437015619,mdmscm2013@gmail.com,http://www.tite.ac.in/
Aryan Institute of Engineering & Technology,32; Forest Park; First Floor; Bhubaneswar Pincode - 751001 Cuttack (Dist) Orissa,CUTTACK,Orissa,0674 - 2595051/ 2595071/ 9437481252/ 9437571252,admission@aryan.ac.in,www.aryan.ac.in
Kalinga Institute of Engineering & Technology,Pincode - 751024 Khurda (Dist) Orissa,KHURDA,Orissa,,kiit@kiit.ac.in,http://www.kiit.ac.in
NM Institute of Engineering and Technology,Sijua; Post: Patrapada Khandagiri Bhubaneswar Khurda (Dist) Orissa,KHURDA,Orissa,,mailtonmiet@yahoo.com,www.nmiet.com
Jhadeswar Institute of Enginering & Technology,Chhan Pur (indian Oil Road) Near Birla Tyre Pincode - 756056 Balaghat (Dist) Orissa,BALAGHAT,Orissa,06782-254090/ 254091,jhadeswarietbls@gmail.com,www.jietorissa.org
Central Institute of Plastics Engineering & Technology Bhubaneswar,B/25; C.n.i; Complex Patia Bhubaneswar Pincode - 751024 Orissa,,Orissa,,,
Krupajala Engineering College,Pubasasan Kausalyaganga Bhubaneshwar Bhubaneswar - 751002 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2465129/2431771,kec_principal@krupajalgroup.org,www.krupajalagroup.org
University College of Engineering Orissa,Burla Engg. College Sambalpur - 768018 Sambalpur (Dist) Orissa,SAMBALPUR,Orissa,2430211,principal_uceburla@rediffmail.com,www.uceburla.ac.in
Samanta Chandra Sekhar Institute of Technology and Management,Pottangi Po. Semiliguda Koraput Pincode - 764036 Koraput (Dist) Orissa,KORAPUT,Orissa,+916853  225666,info@scitm.org,www.scitm.org
Sanjay Memorial Institute of Technology,Brundaban Vihar Chandipadar Po - Bhatakumarada Berhampur - 761100 Ganjam (Dist) Orissa,GANJAM,Orissa,06811 - 226891/ 226892/ 226893,akhil_smit@yahoo.co.in,www.smitorissa.org
Udayanath College of Science & Technology,Adaspur Cuttack Cuttack (Dist) Orissa,CUTTACK,Orissa,0671-2805409,,http://www.udayanathcollege.org/
Dhaneswar Rath Institute Of Engineering & Management Studies,Kairling; P.o.kotsahi Kotsahi Tangi Tangi - 754 002 Cuttack (Dist) Orissa,CUTTACK,Orissa,0671-2370248/2695062/2695063/2312021,mbadriems@yahoo.com,www.driems.ac.in
Trident Academy of Technology,Plot No-f-2/b; Chandaka; Industrial Estate In Fron Saieshree Vihar Chandrasekharour; Patia Pincode - 751024 Khurda (Dist) Orissa,KHURDA,Orissa,0674-3296530/2742599/2741853,tactindia@yahoo.com,www.tat.ac.in
Konark Inst Of Sci & Tech,Sandhapurjatni Bhubaneswar Khurda (Dist) Orissa,KHURDA,Orissa,0674-2332174/2414706,info@kist.ac.in,www.kist.org.in
Sundargarh Engineering College,At/po Kirei Sundargarh Pincode - 770073 Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,,info@secsng.org,www.secsng.org
College of Engineering & Technology,Bhubaneshwar Pincode - 751003 Khurda (Dist) Orissa,KHURDA,Orissa,+91 674 2364075,info@cet.edu.in,http://www.cet.edu.in/
Gandhi Institute For Technology,Gramadiha P.o. Ganagapda Via: Handh Pincode - 752054 Khurda (Dist) Orissa,KHURDA,Orissa,(0674) - 2562327/09437037008,,
Shri Jagannath Institute of Technology,Dav Public School Wat Pincode - 752002 Puri (Dist) Orissa,PURI,Orissa,,srijagannath.imt@gmail.com,
Sai Engineering College,S1/12 & S1/13;industrial Estate Bangana Balasore Balasore - 756001 Baleswar (Dist) Orissa,BALESWAR,Orissa,06782-2678333/268284,info@ssec.ac.in,
College of Arts Science & Technology,Bondamunda Roukela Sundergarh (Dist) Orissa,SUNDERGARH,Orissa,,,
National Institute of Science & Technology,Palur Hills Berhampur Berhampur - 761008 Ganjam (Dist) Orissa,GANJAM,Orissa,(0680) - 2492421/2492422/2242115,smudali@nist.edu,www.nist.edu
Koustuv Institute of Self Domain,Chandaka Nucleous Complex Sector - B; Patia Bhubaneswar Patia - 751024 Khurda (Dist) Orissa,KHURDA,Orissa,0674-2440133/2440386,,www.kisdbbsr.org
SriRam Institute of Information Technology,7 & 8; Jharapada Cutt Pincode - 751006 Khurda (Dist) Orissa,KHURDA,Orissa,07532-255798/ 255024/ 255873,info@srgoc.org,http://www.srgoc.org/
