COLLEGE_NAME,WEBSITE_LINK
College of Engineering and Technology |North Maharashtra Knowledge City| Jalgaon,www.nmkcj.org
Sanghavi College of Engineering| Varvandi| Nashik.,www.shreemahavir.org
Shri. Jaykumar Rawal Institute of Technology| Dondaicha.,www.jaytech.co
Piren's Insitute of Computer Technology| Loni,www.pirens.in
Gurukul Education Society's Institute of Engineering & Technology| Nandgaon,www.gurukulpolytechnic.org
Vidya Niketan College of Engineering| Bota Sangamner,www.vidyaniketanglobal.com
Rajiv Gandhi College of Engineering| At Post Karjule Hariya Tal.Parner| Dist.Ahmednagar,www.rgcoe.org
Maulana Mukhtar Ahmad Nadvi Technical Campus| Malegaon.,www.mmantc.in
Guru Gobind Singh College of Engineering & Research Centre| Nashik.,www.ggsf.edu.in
Mauli Institute of Technology (Polytechnic)| Amalner| Dist. Jalgaon,www.maulipoly.com
Veermata Jijabai Technological Institute(VJTI)| Matunga| Mumbai,www.vjti.ac.in
Jawahar Education Society's Institute of Technology| Management & Research| Nashik.,www.jitnashik.edu.in
Mgts Mandal's Sharadchandrika Suresh Patil Institute Of Technology(Polytechnic)| Chopda,www.polychopda.org
Adsul's Technical Campus| Chas Dist. Ahmednagar,www.adsulsgroup.edu.in
Nashik Institute of Technology| Late Annasaheb Patil Polytechnic | Dindori Road Cannol road |MERI |Nashik,www.nitnasik.com
Technical & Medical Education Society's J. T. Mahajan Polytechnic| Faizpur,www.jtmpoly.ac.in
MET's Institute of Technology Polytechnic| Bhujbal Knowledge City| Adgaon Nashik,www.metbhujbalknowledgecity.ac.in
Kai. Vanjibaba Gramin Vikas Mandal| Shantidevi Chavhan Institute of Engineering & Technology| Chalisgaon,www.sscpolycsn.com
Trimurti Shikshan Prasarak Mandal| Trimurti Institute Of Technology| Paladhi Bk| Jalgaon,www.tspmjalgaon.com
The People Education Society's| Diploma College Of Enggineering & Technology|Jamkhed,www.pesjamkhed.com
Kisan Dnyanoday Mandal Gudhe's Dr. Uttamrao Mahajan Institute Of Engineering & Technology|Chalisgaon| Jalgaon,www.kdmgsinstitutions.co.in
Sanjivani Pratishthan's Institute Of Technology|Kurund,www.sanjivanipratisthan.com
Godavari Foundation|Dr.Varsha Patil Institute of Technology| Jalgaon,www.dvpit.in
Matoshri Education Soceity| Matoshri Institute Of Technology| Dhanore| Nashik,www.mityeola.in
Shri.Sant Muktabai  Santha's Institute  of Technology| Jalgaon,www.muktaieducation.org
Mahatma Gandhi Vidya Mandir Institute Of  Hotel Management And Catering Technology|Nashik,www.mgv.org.in
Jamia Institute Of Engineering And Management Studies| Akkalkuwa,www.jiemsakk.com
Pune Vidyarthi Griha's College Of Engineering| Nashik,pvgcoenashik.org
Sandip Foundation's| Sandip Institute of Engineering & Management| Nashik,www.sandipfoundation.org
Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology| Agastkhind| Tal Sinner,www.sitp.co.in
Seva Shikshan Prasarak Mandal| Dr. N. J. Paulbudhe Institute of Technology| Narayandoho Tal Nagar| Ahmednagar,sspm.online.org.in
Mahatma Gandhi Vidyamandir's Institute Of Industrial & Pharmaceutical Technology| Nashik,www.mgv.org.in
Maharashtra College of Engineering| Betada| Brahmapuri,www.yees.edu.cin
Suryodaya College of Engineering & Technology| Nagpur,www.scetngp.com
Ranibai Agnihotri Institute of Computer Information Technology| Wardha,www.agnihotrigroup.org
Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering| Nagpur,www.srpce.ac.in
Guru Nanak Institute of Engineering & Technology|Kalmeshwar| Nagpur,www.gniet.ac.in
Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology| Nagpur,www.gwcet.ac.in
Lokmanya Tilak Jankalyan Shikshan Sastha| Priyadarshini J. L. College Of Engineering| Nagpur,www.jlcce.ltjss.net
Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology| Management & Research| Nagpur,www.sbjit.edu.in
Jaidev Education Society| J D College of Engineering and Management| Nagpur,www.jdcoem.ac.in
Lokmanya Tilak Jankalyan Shikshan Sanstha| Priyadarshani College of Engineering| Nagpur,www.pcenagpur.edu.in
Samridhi Sarwajanik Charitable Trust| Jhulelal Institute of Technology| Nagpur,www.jit.org.in
Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology| Nagpur,www.ghrietn.raisoni.net
Sanmarg Shikshan Sanstha| Mandukarrao Pandav College of Engineering| Bhandara,WWW.MPCE.ORG.IN
Shri. Sai Shikshan Sanstha| Nagpur Institute of Technology| Nagpur,www.nit.edu.in
Wainganga College of Engineering and Management| Dongargaon| Nagpur,www.wcem.in
KDK College of Engineering| Umrer| Nagpur,www.ucoe.org.in
K.D.K. College of Engineering| Nagpur,www.kdkce.edu.in
Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology| Nagpur,www.tgpcet.com
Shriram Gram Vikas Shikshan Sanstha| Vilasrao Deshmukh College of Engineering and Technology| Nagpur,www.vdcet.com
Bapurao Deshmukh College of Engineering| Sevagram,www.bdce.edu.in
Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering| Nagpur,www.ghrce.raisoni.net
STMEI's Sandipani Technical Campus-Faculty of Engineering| Latur.,www.vit.edu/latur
Maitree Foundation's Maitree Institute of Management & Technology| Bhatangali Tal.& Dist. Latur,www.mimlatur.com
V.J. Shinde College of Engineering| Osmanabad.,www.vjsengg.com
CSMSS Chh. Shahu College of Engineering| Aurangabad,www.csmssengg.org
D.B.Group of Instituions| School of Technology| At.Mahalangra| Tal.Chakur|Latur,www.dbgroup.org.in
Gramin College of Engineering| Vishnupuri| Nanded,www.graminenggnanded.org
Government College of Engineering| Chandrapur,www.gcoec.ac.in
G.H. Raisoni Institute of Information Technology,ghriit.raisoni.net
Laxminarayan Institute of Technology| Nagpur,www.litnagpur.in
Government Institute of Hotel Management & Catering Technology| Nagpur,www.gihmctngp.org
Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology| Nagpur,www.dmltngp.com
Government College of Engineering| Nagpur,www.gcoen.ac.in
Shree Shivaji Education Society| Dr. Panjabrao Deshmukh Institute of Management Technology & Research| Nagpur,www.pdimtr.ac.in
Kavi Kulguru Institute of Technology & Science| Ramtek,www.kits.edu
GES Department Of Management Technology N.M.D.PG College Of Arts| Commerce| Law & Management| Gondia,www.nmdcgmmba.co.in
Shri Ramdeobaba College of Engineering and Management| Nagpur,www.rknec.edu
Lady Amritbai Daga College for Women of Arts| Comm & Sci &  R.Purohit College of H.Sci & H. Sc. Technology| Nagpur,hmct.ladcollege.in/
Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,www.rcert.ac.in
Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology| Gondia,www.mietgondia.in
Yeshwantrao Chavan College of Engineering|Wanadongri| Nagpur,www.ycce.edu
Jai Mahakali Shikshan Sanstha| Agnihotri College of Engineering| Sindhi(Meghe),www.agnihotrigroup.org
Yugantar Education Society's Shri Balasaheb Tirpude College of Hotel Management & Catering Technology|Nagpur,www.tirpudehmct.org
Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology| Ramnagar| Wardha,www.aginihotrigroup.org
Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering| Mouza| Bhojapur,lmdes.org.in
Krushna Sahayogi Tantra Shikshan Sanstha| Chatrapati Shivaji Institute Of Technology| Deori| Gondia,www.kstsscsit.org
Sikh Education Society's Gurunanak Technical Institute of Pharmacy| Nagpur,www.gntinagpur
V M Institute of Engineering and Technology| Dongargaon| Nagpur,www.vmit.org.in
Gurunanak Educational Society's Gurunanak Institute of Technology| Nagpur,www.gniem.ac.in
ITM College of Engineering| Nagpur,www.itmnagpur.ac.in
Vidya Niketan Institute of Engineering and Technology| Nagpur,www.vniet.org
Cummins College of Engineering For Women| Sukhali (Gupchup)| Tal. Hingna Hingna Nagpur,www.cumminscollege.edu.in
G.H.Raisoni Academy of Engineering & Technology| Nagpur,www.ghraet.raisoni.net
Indian Instiutute of Fire Engineering| Nagpur,www.firecollegenagpur.in
Maharashtra Shikshan Prasarak Mandals|Sommaya Diploma In Engineering| Wadgaon Dist Chandrapur,www.somayyapolytechnic.com
Gramin Vikas Multipurpose Education Society|Prabhat Diploma College of Engineering| Mouza Rui| Ta- Bramhapuri| Chandrapur,www.gvmes.org.in
Navneet Bahuuddeshya Sanstha| Kinkar Institute Of Technology|Seloo|Dist.Wardha,www.kitseloo.org
Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology| Shahapur| Bhandara,www.mietbhandara.ac.in
Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad â€“ Patil College of Engineering| Nagpur,www.agpce.com
Nav Disha Education Soc| Acharya Vinoba Bhave Institute of Technology |Mauza-Pawnar|Wardha,www.abvit.org
K.D.M. Education Society| Vidharbha Institute of Technology|Umred Road |Nagpur,www.vitnagpur.com
Lokmanya Tilak Jankalyan Shikshan Sanstha's | Priyadarshini Institute of Engineering and Technology| Nagpur,www.piet.ltjss.net
Anjuman College of Engineering & Technology| Nagpur,www.anjumanengg.edu.in
ST. Vincent Pallotti College of Engineering & Technology| Nagpur,www.stvincentngp.edu.in
JMSS Shri Shankarprasad Agnihotri College of Engineering| Wardha,www.sspace.ac.in
Priyadarshini Bhagwati  College of Engineering| Harpur Nagar| Umred Road|Nagpur,www.bcce.ltjss.net
Rajiv Gandhi College of Engineering & Research| Hingna Road| Nagpur,www.rgcer.edu.in
Lokmanya Tilak Jankalyan Shiksan Sanstha| Priyadarshini Indira Gandhi College of Engineering| Nagpur,www.pice.ltjss.net
KDKs Shrimati Rajashri Mulak College of Engineering for Womens| Nagpur,www.srmcew.edu.in
Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology| Nagpur,www.nuvaedu.com
Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering| Inzapur| Wardha(Closed A.Y. 2018-19),www.omcoe.com
Shree Bapuraoji Deshmukh Foundation| Suresh Deshmukh College of Engineering| Selukate| Wardha,www.sdce.edu.in
Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research| Savangi (Meghe),www.dmietr.edu.in
Dr. Babasaheb Ambedkar College of Engineering and Research| Wanadongri| Nagpur,www.svsscer.edu.in
Krushi Jivan Vikas Pratishthan| Ballarpur Institute of Technology| Mouza Bamni,www.bitedu.co.in
Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology| Gadchiroli,www.npcet.ac.in
M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology| Badravati,www.sscet.in
Maitraya Education Society| Nagarjuna Institute of Engineering Technology & Management| Nagpur,www.nietm.in
Sai Institute of Engineering & Technology| Bilda| Aurangabad.,www.sietaurangabad.com
 Government Institute of Printing Technology| Mumbai,www.gipt.ac.in
Shri Vile Parle Kelavani Mandal's Institute of Technology| Dhule,www.svkm-iot.ac.in
Shri. Sai Institute of Technology| Amalner,shrisaiinstituteoftechnology.org
Institute of Textile Technology,http://www.ittorissa.org/
Gandhi Institute of Engineering and Technology,www.giet.edu
Kalahandi School of Engineering & Technology,http://www.gcekbpatna.ac.in
Padmanava College Of Engineering,www.pcerkl.ac.in
Padmashree Kurtartha Acharya College of Engineering,www.pkace.org
Rajdhani College of Engineering,www.rec.ac.in
Rourkela Institute of Technology,www.ritrkl.ac.in
Silicon Institute of Technology,www.silicon.ac.in
Seemanta Engineering College,www.secmbj.org
Tapaswini Institute of Information Technology,www.tiitrourkela.info
College of Engineering Orissa,www.coeb.org
The Techno School,http://www.tts.ac.in/
C. V. Raman College of Engineering,www.cvraman.org
Balasore College of Engineering and Technology,www.bcetbalasore.org
Bhadrak Institute of Engineering & Technology,www.bsetorissa.com
Mahavir Institute of Engineering & Technology,www.miet.edu.in
Ajay Binay Institute of Technology,www.abit-pmca.com
Indus College of Engineering Orissa,http://www.indus.ac.in/
Nalanda Institute of Technology,www.thenalanda.com
Institute of Advanced Computer,www.iacrcollege.org
Indira Gandhi Institute of Technology,www.igitsarang.ac.in
Gandhi Institute for Technological Advancement,www.gita.edu.in
Eastern Academy Of Science And Technology,www.eastodissa.com
Gopal Krishna College of Engineering & Technology,www.gkcet.org
Orissa School of Mining Engineering,www.osme.net.in
Orissa Engineering College,www.oec.ac.in
Ghanashyam Hemalata Institute of Technology and Management,www.ghitm.org
Jagannath Institute of Engineering & Technology,www.jiet.org.in
TempleCity Institute of Technology & Engineering,http://www.tite.ac.in/
Aryan Institute of Engineering & Technology,www.aryan.ac.in
Jhadeswar Institute of Enginering & Technology,www.jietorissa.org
Krupajala Engineering College,www.krupajalagroup.org
University College of Engineering Orissa,www.uceburla.ac.in
Samanta Chandra Sekhar Institute of Technology and Management,www.scitm.org
Sanjay Memorial Institute of Technology,www.smitorissa.org
Dhaneswar Rath Institute Of Engineering & Management Studies,www.driems.ac.in
Trident Academy of Technology,www.tat.ac.in
Konark Inst Of Sci & Tech,www.kist.org.in
College of Engineering & Technology,http://www.cet.edu.in/
National Institute of Science & Technology,www.nist.edu
SriRam Institute of Information Technology,http://www.srgoc.org/
Synergy Institute of Engg. & Technology,www.synergyinstitute.net
Pondicherry Engineering College,http://www.pec.edu
Pope John Paul II College of Education,http://www.popejohnpaulcollege.org
Sri Manakula Vinayagar Engineering College,http://www.smvec.ac.in
Regency Institute Of Technology|,http://www.regencyengg.com
Bharathiyar College of Engineering & Technology,http://www.bcet.edu.in
Rajiv Gandhi College of Engineering & Technology,http://www.rgcetpdy.ac.in
Perunthalaivar Kamarajar Institute Engineering Technology,www.pkiet.edu.in
Manakula Vinayagar Institute of Technology,www.mvit.edu.in
Christ College of Engineering & Technology,www.christcet.com
Institute of Engineering Technology Punjab,www.pgc.edu.in
Guru Teg Bahadur Institute of Technology & Engineering,www.gtbkiet.org
Sant Baba Bhag Singh Institute Of Engineering & Technology,http://web.sbbs.edu.in/
Guru Nanak Institute of Management and Information Technology,www.gnimt.org
Guru Nanak Dev Engineering College,http://www.gndec.ac.in
Punjab Group of colleges,http://www.pgc.edu.in/
Guru Gobind Singh College of Engineering and Technology,http://www.ggscedu.org
Gurukul Vidyapeeth Institute of Engineering and Technology,www.gurukul.cc
Bhutta College Of Engineering And Technology,http://www.bcetldh.org/
Amritsar College of Engineering & Technology,www.acetamritsar.org
Chandigarh College of Architecture,cca.nic.in
KC College of Engineering and Information Technology,http://www.kcinstitutes.com/
Swami Vivekanand Institute of Engineering & Tecnology,http://www.sviet.ac.in/
Chandigarh Engineering College,www.cecmohali.org/
Giani Zail Singh College of Engineering and Technology,http://www.gzscetbti.gov.in/
Govt.Polytechnic College bathinda,www.gpcbathinda.org
Shiv Shankar Institute of Engineering and Technology,http://www.ssietpatti.org/
Ramgarhia Institute of Engineering and Technology,http://www.riet.ac.in
Punjab College of Engineering & Technology,www.pgc.edu.in/
Shaheed Udham Singh College of Engineering & Technology,http://www.suscolleges.com/
Bhai Maha Singh College of Engineering,www.bmscemuktsar.com
Rimt-Maharaja Agrasen Engineering College,http://www.rimtmaec.com/
Lala Lajpat Rai Institute of Engineering & Technology,http://www.llriet.ac.in/
Swami Vivekanand Institute of Engineering & Technology,www.sviet.ac.in
Beant College of Engineering and Technology,http://www.bcetgsp.ac.in/
St.Soldier Management & Technical Institute,http://www.cmsssietm.com/
Sachdeva Engineering College For Girls| Mohali,www.secg.ac.in
Desh Bhagat Engineering College,http://www.dbec.org
Rimt- Institute Of Management & Technology,http://www.rimtengg.com/
Bhai Gurdas Institute of Engg. & Technology,http://www.bgiet.ac.in/
College of Engineering & Management,http://www.cemkpt.org
Adesh Institute of Engineering & Technology,hwww.aiet.in
Swami Parmanand Group of Colleges,www.spcet.org
S. Sukhjinder Singh Engineering and Technology College,www.sssgroup.in
Swami Parmanand College of Engineering and Technology,http://www.spcet.org/
DAV Institute of Engineering & Technology,http://www.davietpalamau.org/
Shaheed Bhagat Singh College of Engineering & Technology,http://www.sbsstc.ac.in/
CT Institute of Engineering| Management & Technology,http://www.ctgroup.in/
BIS College of Engineering and Technology,www.bisinstitutes.com
Sri Sukhmani Institute of Engineering and Technology,www.srisukhmani.edu.in
Jagannath Gupta Institute Of Engineering And Technology,http://www.jnit.org/
Gurukul Institute of Engineering & Technology,http://www.gurukulkota.org
Institute of Engineering Technology Rajasthan,http://www.ietalwar.com/
Government Engineering College Jhalawar,http://www.gecj.ac.in
Maharishi Arvind Institute of Engineering,www.maiitindia.org
Maharishi Arvind Institute of Engineering and Technology,www.maietindia.org
Sobhasaria Engineering College,www.secs.ac.in
Goverment Engineering College|Bharatpur,www.ecbharatpur.ac.in
Saint Margaret Engineering College,http://www.smec.edu.in
Shrinathji Institute of Technology & Engineering,http://www.shrinathjiinstitute.com
Baldev Ram Mirdha Institute of Technology,http://www.bmitjaipur.org/
Marwar Engineering College & Research Centre,http://www.mecrc.org
Marudhar Engineering College,http://www.mecrc.org
Swami Keshvanand Institute of Technology,www.skit.ac.in
Arya Institute of Engineering & Technology,http://www.aryacollege.org/
Swami Keshvanad Institute of Technology|,www.skit.ac.in
Institute of Technology and Management Rajasthan,http://www.itm-bhilwara.ac.in
Sri Balaji College of Engineering & Technology,www.sbss.in
Aravali Institute of Technical Studies,http://www.aravalieducation.org
NIMT Institute of Engineering & Technology,http://nimtgroup.edu.in
Kautilya Institute of Technology & Engineering,http://www.kautilya.net/
Laxmi Devi Institute of Engineering and Technology,http://www.liet.org
Shekhawati Engineering College,http://www.shekhawatienggcollege.com
Geetanjali Institute of Technical Education,http://www.gits.ac.in
MLV Textile Institute,http://www.mlvti.ac.in
Engineering College Ajmer,http://www.ecajmer.ac.in
Poornima College of Engineering,http://www.poornima.org/
Rajasthan College of Engineering for Women,http://www.rcew.ac.in
Rajasthan Institute of Engineering and Technology,http://www.rietjaipur.com
Arya Group Of Colleges,www.aryacollege.org
MJRP College Of Engineering & Technology,www.mjrpinstitutions.com
Arya College of Engineering & Information Technology,http://www.aryacollege.in
Regional College for Education| Research and Technology,http://www.regional.ac.in
Uttam Devi Mohanlal College of Engineering,http://www.jecrcfoundation.com
Apex Institute of Engineering & Technology,www.apexcollege.in
Modern Institute Of Technology And Research Centre,http://www.mitrc.ac.in/
Jodhpur Engineering College and Research Center,http://engineering.jodhpurnationaluniversity.com/
Shri Balaji College of Engineering & Technology,http://www.sbss.in
Compucom Institute of Information Technology & Management,http://www.ciitm.org
RN Modi Engineering College,http://www.rmeckota.com/
Arya College of Engineering & Research Centre ACERC,www.acerc.org
Shankara Institute of technology,http://www.shankaratechnology.org/
Mody Institute of Technology,http://www.knmiet.edu
Stani Memorial P.G College,www.smc.ac.in
Alwar Institute of Engineering,http://www.ietalwar.com
Sree Sowdambika College of Engineering,www.sowdambikaengg.ac.in
SRG Engineering College,www.srgec.org
Sree Sastha Institute of Engineering and Technology,www.sasthaenggcollege.com
Sree Sastha College Of Engineering,www.sasthaengg.com
Sri Balaji Chockalingam Engineering College,http://www.sbcec.in
PMR Engineering College,www.pmrengg.org
SNS College of Engineering,www.snsgroups.com
The Kavery Engineering College,www.kaveryengg.com
Bethlahem Institute of Engineering,www.bethlahem.org
karaikudi institute of technology & karaikudi institute of management,www.kitandkimtechnicalcampus.org
PERI Institute of Technology,www.periit.com
PGP College of Engineering and Technology,www.pgpcolleges.com
Arignar Anna Institute of Science and Technology,www.arignaranna.org
ARM College of Engineering and Technology,www.armenggcollege.com
Sri Venkateswara College of Engineering and Technology,http://www.sriventech.ac.in
Sriram Engineering College,www.sriramtrust.org
Sri Venkateswara College of Engineering,www.svce.ac.in
PET Engineering College,http://www.petengg.ac.in
Arulmigu Kalasalingam College of Engineering Ambasamudram,www.akceng.tripod.com
SRR Engineering College,http://www.srrenggcollege.in
Bhajarang Engineering College,www.bhajarangenggcollege.org
Cauvery College of Engineering and Technology,www.cauveryenggcollege.edu.i
SSM College of Engineering,www.ssmce.co.in
Bannari Amman Institute of Technology,www.bitsathy.ac.in
Theni Kammavar Sangam College of Technology,www.tkscte.in
Cheran College of Engineering,http://www.cheran.ac.in/
Sri Jayaram Engineering College,www.srijayaramenggcollege.org
Arulmigu Meenakshi Amman College Of Engineering,www.amace.edu.in
SNS College of Technology,www.snsgroups.com
SSM Institute of Engineering and Technology,www.ssmiet.org.in
Prince Shri Venkateshwara Padmavathy Engineering College,http://www.princevenkateshwara.com
Vel High Tech Sri Rangarajan Sakunthala Engineering College,http://www.velhightech.com
Prathyusha Institute of Technology and Management,www.prathyusha.edu.in
Gnanamani College of Technology,www.gct.org.in
Gojan School of Business and Technology,www.gojaneducation.com
Veerammal Engineering College,http://www.pvpcollege.com
DMI Engineering College,http://www.dmiengg.com/
Salem College of Engineering and Technology,www.salemcollege.in
Ponnaiyah Ramajayam College Of Engineering And Technology,www.prcolleges.com
Panimalar Institute of Technology,http://www.pit.ac.in/
Panimalar Engineering College,www.panimalar.ac.in
Veltech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,www.veltechmultitech.org
SAMS College Of Engineering And Technology,www.samsengineering.org
NPR College Engineering Technology,www.nprcolleges.org
Velammal College of Engineering & Technology,www.vcet.ac.in
Pannai College Of Engineering And Technology,www.pannaicet.org
Periyar Maniammai College of Technology for Women,www.pmctech.edu
Gnanamani College of Engineering,www.gce.org.in
Prince Dr. K. Vasudevan College of  Engineering and Technology,www.princedrkvasudevan.com
SAMS College of Engineering and Technology,www.samsengineering.org
Pavendar Bharathidasan Institute Of Information Technology,www.pabiit.com
Pavendar Bharathidasan College Of Engineering,www.pebcet.com
VEL Tech,www.veltechengg.com
Government College of Engineering Salem,www.gcesalem.edu.in
Park College of Engineering Technology,www.pcet.ac.in
Sakthi Mariamman Engineering College,http://www.smecollege.edu
Podhigai College of Engineering and Technology,www.podhigaitech.ac.in
Pollachi Institute of Engineering and  Technology,http://www.pietech.co.in/
Global Institute of Engineering and Technology,http://www.globalhyd.edu.in/
Priyadarshini Engineering College,www.priyadarshini.net.in
Annai Mira College of Engineering and Technology,www.amcet.in
Alpha College of Engineering,www.alphace.org
Chennai Institute of Technology,www.citchennai.net
Sakthi Engineering College,http://www.sakthiengineeringcollege.org
Ponjesly College of Engineering,http://www.ponjesly.com
SriGuru Institute of Technology,http://www.sriguru.ac.in
SCAD Engineering College,www.scadec.ac.in
Chenduran College of Engineering and Technology,www.chendhuran.in
Sapthagiri College of Engineering Tamil Nadu,www.sapthagirigroup.com
Surya Engineering College,www.surya.ac.in
Annapoorna Engineering College,www.aecsalem.in
Annamalaiar College Of Engineering,www.annamalaiarengg.com
Sri Ramanujar Engineering College,www.sriramanujar.ac.in
Sengunthar Engineering College,www.scteng.co.in
Tagore Institute of Engineering and Technology,www.tagoreiet.ac.in
ULTRA College of Engineering and Technology for Women,http://www.ucetw.ac.in
CSI College of Engineering,www.csice.edu.in
Annai Teresa College Of Engineering,www.atce.in
Da Vinci School of Design and Architecture,www.davinciarchitecture.edu.in
Sri RangaPoopathi College Of Engineering,www.srpceng.in
Udaya School of Engineering,http://www.sunedu.ac.in
TRP Engineering College,www.trpengg.ac.in
Sri Ramanathan Engineering College,www.srec.edu.in
Dhanalakshmi Srinivasan college of engineering and technology,www.dscet.ac.in
Dhanalakshmi Srinivasan College of  Engineering,www.dscengg.com
Velammal Engineering College,www.velammal.org
Tagore Engineering College,www.tec.ac.in
Asan Memorial College of Engineering & Technology,www.asanenggcollege.com
Saraswathi Velu College of Engineering,http://www.svcoe.ac.in
Sri Ramakrishna College of Engineering,www.sriramakrishna.ac.in
Sri Ramakrishna Engineering College,www.srec.ac.in
Sri Sai Ram Engineering College,http://www.ssec.edu.in
Sri Shakthi Institute of Engineering and Technology,www.siet.ac.in
Dhanalakshmi Srinivasan Engineering College,www.dsengg.ac.in
AS-Salem College Of Engineering And Technology,www.as-salemcollege.com
Surya School Of Engineering & Technology,www.suryagroup.edu.in
Saranathan College of Engineering,www.saranathan.ac.in
Dhaanish Ahmed College of Engineering,www.dhaanish.org
Dhanalakshmi College of Engineering,www.dce-edu.com
Dhanalakshmi Srinivasan College of  Engineering,www.dsce.ac.in
Syed Ammal Engineering College,www.syedengg.ac.in
Sri Sai Ram Institute of Technology,www.ssec.edu.in
Sri Shanmuga College of Engineering and Technology,www.shanmugha.edu.in
Selvam College of Technology,www.selvamtech.com
SCAD College of Engineering and Technology,www.scadengineering.ac.in
AVC College of Engineering,www.avccengg.net
Annai Veilankanni's College of Engineering,www.annaiveilankannis.com
Shivani Engineering College,www.shivaniengg.com
CAPE Institute of Technology,http://www.capeitech.org
Shivani Institute Of Technology,www.shivani-sit.ac.in
C.A.R.E. Group Of Institutes,www.care.ac.in
SBM College of Engineering and Technology,http://www.sbminstitutions.org
The Selvam Women Excellence Engineering Technology,www.jscollege.org
Tejaa Shakthi Institute of Technology for Women,www.tejaashakthi.org
Chandy College of Engineering,www.chandyeducation.org/engineering
Srinivasa Institute of Engineering & Technology,http://www.siet.edu.in
Srinivasan Engineering College,www.sriengg.com
The Kavery College of Engineering,www.kaveryengg.com.
Sivaji College of Engineering and Technology,www.sivajicet.org
Saveetha Engineering College,www.saveetha.ac.in
Svs College of Engineering,http://www.svsce.com/
Tamilnadu College of Engineering,www.tnce.in
Sengunthar College of Engineering,www.scew.org
Annai Vailankanni College of Engineering,www.avce.edu.in
AVS Engineering College,www.avsenggcollege.ac.in
Universal College of Engineering and Technology,www.unienggtech.org
Scad Institute Of Technology,www.scadtech.ac.in
Shanmuganathan Engineering College,www.shanmuganathanengg.in
Tamilnadu School of Architecture,www.tnsa.ac.in
Bharathiyar Institute Of Engineering for Women,www.biew.ac.in
United Institute Of Technology,www.unitedcollege.com
Bharathidasan Engineering College,www.bec.net.in
Sasurie College Of Engineering,www.sasurie.org
Designed Environment Academy And Research Institute,www.deari.ac.in
Satyam College of Engineering and Technology,www.satyamedu.org
Velammal Institute of Technology,www.velammalit.com
Sree Krishna Colllege of Engineering|Vellore,www.skceunai.com
Noorul Islam College of Engineering|,http://www.niceindia.com
A.R.J College of Engineering and Technology,http://www.arj.edu.in/
JKK Munirajah School of Architecture,http://www.jkkmsa.org/
JNN Institute Of Engineering,www. jnnie.in
KCG College of Technology,www.kcgcollege.com
Kings College of Engineering,www.kingsindia.net
Kings  Engineering College,www.kingsengineeringcollege.in
King College of Technology,www.kingtech.co
Kalaivani College of Engineering and Technology,www.kvct.ac.in
A.R College of Engineering and Technology,http://www.arcet.org/
Kalsar College Of Engineering,www.kalsar.org
M.A.M College Of Engineering,www.mamce.org
M.A.M School Of Engineering,www.mamse.co.in
M.A.R. College of Engineering and Technology,www.mar.edu.in
James College Engineering Technology,http://www.jamesinstitutions.org
Mahakavi Bharathiyar College Of Engineering & Technology,www.mbcet.co.in
VSB Engineering College|,www.vsbenggcollege.com
Magna College of Engineering,www.magnace.edu.in
Madurai Institue of Engineering & Technology,www.maduraitech.edu.in
Madras Institute of Technology,http://www.mitindia.edu
Jairuppa College Of Engineering,www.jairupa.org
Madha Institute of Engineering and Technology,www.madhaengineeringandtechnology.com
Madha Engineering College,www.madhaengineeringcollege.com
Aalim Muhammed Salegh Academy Of Architecture,www.amsarch.ac.in
M. Kumarasamy College of Engineering,www.mkce.ac.in
Maamallan Institute of Technology,http://www.maamallancollege.com
Jansons Institute of Technology,http://www.jit.ac.in/
M.I.E.T. Engineering College,www.miet.edu
M.E.T. Engineering College,www.metcolleges.ac.in
M.A.M. College of Engineering and of Technology,www.mamcet.com
Jawahar Engineering College,www.jecchennai.in
Karpagam Institute of Technology,www.karpagamtech.ac.in
Kodaikanal Institute of Technology,www.rvseng.ac.in
Knowledge Institute of Technology,www.kiot.ac.in
K.L.N. College of Engineering,www.klnce.edu
KLN College of Information Technology,www.klncit.edu.in
